Gene_symbol	targetFromSourceId	transcript_id	Gene_Feature	Dataset	Disease	diseaseFromSourceMappedId	MONDO	Median_TPM	RNA_Correlation	Transcript_Representation	Probe_ID	Chromosome	Location	Beta_Q1	Beta_Q2	Beta_Median	Beta_Q4	Beta_Q5	datatypeId	chop_uuid	datasourceId
BPTF	ENSG00000171634	ENST00000544778	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0.38	NA	NA	cg05823124	chr17	67836284	0.276037652660037	0.315421809761929	0.354805966863822	0.409863059448451	0.464920152033081	pediatric_cancer	716c7620-8b4f-406a-94d5-c186f9e2fac4	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	7.69	NA	NA	cg05823124	chr17	67836284	0.276037652660037	0.315421809761929	0.354805966863822	0.409863059448451	0.464920152033081	pediatric_cancer	8406d33d-cd36-4971-b210-089404b0440f	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.28	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	25c87452-0522-4aa8-945e-48d7f194bbb8	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.66	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	b71e16ef-4192-4596-b6e7-02f8f8f9e2b1	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	c8ed9346-e009-4cdf-a2c5-fa846c869b1e	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	d07868e4-262c-4c5f-9c7d-6a1c99ed0572	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000578307	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	1.31	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	c1cc8aa5-ad57-495e-b3d2-c67058c1d4f9	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000581258	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	7.83	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	65df7d42-d539-41de-9d5f-1c8eaeccc167	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000583990	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	a753381e-0f68-4b3b-8e52-108eb4e7f63c	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	7.69	NA	NA	cg06383798	chr17	67975078	0.63143404339974	0.666219831930459	0.701005620461178	0.736466835223447	0.771928049985715	pediatric_cancer	a0c8fd71-f0eb-4522-acee-26e65a33a8ec	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.28	NA	NA	cg06420179	chr17	67911933	0.709839427109566	0.798273683615996	0.886707940122426	0.899251669462946	0.911795398803465	pediatric_cancer	1d808be6-8641-4fa2-9761-4e591bbb01b8	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.66	NA	NA	cg06420179	chr17	67911933	0.709839427109566	0.798273683615996	0.886707940122426	0.899251669462946	0.911795398803465	pediatric_cancer	e65446e8-f187-4006-859e-cbdcd74a0c81	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg06420179	chr17	67911933	0.709839427109566	0.798273683615996	0.886707940122426	0.899251669462946	0.911795398803465	pediatric_cancer	07155613-175f-4b76-bcf8-e0ee9c0d5823	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg06420179	chr17	67911933	0.709839427109566	0.798273683615996	0.886707940122426	0.899251669462946	0.911795398803465	pediatric_cancer	a6393591-756f-4cbf-9d2d-3ae4cfd71dd4	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0.38	NA	NA	cg06420179	chr17	67911933	0.709839427109566	0.798273683615996	0.886707940122426	0.899251669462946	0.911795398803465	pediatric_cancer	99731c62-9526-4c98-a796-f14be4d6d538	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	7.69	NA	NA	cg06420179	chr17	67911933	0.709839427109566	0.798273683615996	0.886707940122426	0.899251669462946	0.911795398803465	pediatric_cancer	a3a05281-5ef6-4a06-8188-a938f21af6f1	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.28	NA	NA	cg06647360	chr17	67854430	0.850284997391668	0.854794271883936	0.859303546376204	0.89487989861007	0.930456250843936	pediatric_cancer	c556faaa-d5e4-486a-81d4-65cb2b180825	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.66	NA	NA	cg06647360	chr17	67854430	0.850284997391668	0.854794271883936	0.859303546376204	0.89487989861007	0.930456250843936	pediatric_cancer	420c4268-218b-44f1-b9e1-ddadae428e30	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg06647360	chr17	67854430	0.850284997391668	0.854794271883936	0.859303546376204	0.89487989861007	0.930456250843936	pediatric_cancer	861c3b25-6af6-4bd5-a04f-0bec611ca6f4	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg06647360	chr17	67854430	0.850284997391668	0.854794271883936	0.859303546376204	0.89487989861007	0.930456250843936	pediatric_cancer	d6190cfc-1bdd-4678-ad83-418b02a766e9	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0.38	NA	NA	cg06647360	chr17	67854430	0.850284997391668	0.854794271883936	0.859303546376204	0.89487989861007	0.930456250843936	pediatric_cancer	e00509a7-1a28-41fe-a056-35ff24260e29	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	exon	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	7.69	NA	NA	cg06647360	chr17	67854430	0.850284997391668	0.854794271883936	0.859303546376204	0.89487989861007	0.930456250843936	pediatric_cancer	665e0a6f-af05-48d3-a7eb-9c2a18de79dc	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000306378	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.28	NA	NA	cg11650219	chr17	67834129	0.743129941258754	0.791424914712633	0.839719888166512	0.869784461618342	0.899849035070173	pediatric_cancer	54d4dbd4-3903-4631-b0be-ffe9af50f050	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000321892	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	2.66	NA	NA	cg11650219	chr17	67834129	0.743129941258754	0.791424914712633	0.839719888166512	0.869784461618342	0.899849035070173	pediatric_cancer	d0009022-a849-4a8b-9bb3-d7442341ef0b	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000342579	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg11650219	chr17	67834129	0.743129941258754	0.791424914712633	0.839719888166512	0.869784461618342	0.899849035070173	pediatric_cancer	f7d689c1-f054-46ba-a6ad-649ff0746456	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000424123	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0	NA	NA	cg11650219	chr17	67834129	0.743129941258754	0.791424914712633	0.839719888166512	0.869784461618342	0.899849035070173	pediatric_cancer	a8b5bef4-f9d5-4f26-8e31-61e0a5c71bcd	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000544778	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	0.38	NA	NA	cg11650219	chr17	67834129	0.743129941258754	0.791424914712633	0.839719888166512	0.869784461618342	0.899849035070173	pediatric_cancer	6d6b8fef-847c-46a5-9b9f-31474a597c95	chop_isoform_level_methylation
BPTF	ENSG00000171634	ENST00000644067	intron	PBTA	Neuroblastoma	EFO_0000621	MONDO_0005072	7.69	NA	NA	cg11650219	chr17	67834129	0.743129941258754	0.791424914712633	0.839719888166512	0.869784461618342	0.899849035070173	pediatric_cancer	b9bbf640-727c-4197-b51c-57c20a36bd88	chop_isoform_level_methylation
